,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,State
1896,2022-06-07,2,7500,600,3 out of 4,Carpet Area,Karihobanahalli,Bangalore,Unfurnished,Bachelors,1,Contact Owner,1
2850,2022-06-07,2,19000,1250,1 out of 2,Super Area,"Okkiyam Thuraipakkam, E Coast Road",Chennai,Furnished,Family,2,Contact Owner,2
3985,2022-06-07,2,12000,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
368,2022-06-07,1,5000,350,1 out of 1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
2566,2022-06-07,2,9000,600,1 out of 3,Super Area,Ayanavaram,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
1127,2022-06-07,2,9500,530,1 out of 3,Carpet Area,Byatarayanapura,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
8,2022-06-07,2,26000,800,1 out of 2,Carpet Area,"Palm Avenue Kolkata, Ballygunge",Kolkata,Unfurnished,Bachelors,2,Contact Agent,2
1237,2022-06-07,3,15000,1360,5 out of 9,Super Area,Chandapura,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
399,2022-06-07,1,5000,450,1 out of 2,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
822,2022-06-07,2,57000,800,5 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,3
1944,2022-06-07,1,11500,450,3 out of 4,Carpet Area,"Bhogal, Jangpura",Delhi,Furnished,Bachelors,1,Contact Owner,2
163,2022-06-07,3,40000,1220,2 out of 3,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3
2589,2022-06-07,2,25000,1145,4 out of 4,Super Area,Navalur,Chennai,Furnished,Bachelors,2,Contact Owner,2
597,2022-06-07,2,55000,790,9 out of 15,Carpet Area,"Vijaya Heritage, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,3
2217,2022-06-07,2,20000,1000,3 out of 3,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2,Contact Owner,2
70,2022-06-07,1,7500,680,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
2609,2022-06-07,2,12000,900,1 out of 2,Super Area,Kolathur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
11,2022-06-07,1,5000,400,1 out of 1,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1
523,2022-06-07,1,14000,640,6 out of 7,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1
2878,2022-06-07,3,16000,1525,6 out of 29,Carpet Area,Thalambur,Chennai,Furnished,Family,3,Contact Owner,2
2515,2022-06-07,2,13000,680,1 out of 1,Super Area,T.Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
69,2022-06-07,1,7500,680,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
899,2022-06-07,1,12500,555,6 out of 7,Super Area,"Hubtown Gardenia, Mira Road",Mumbai,Unfurnished,Bachelors,1,Contact Owner,1
2180,2022-06-07,4,30000,1800,6 out of 8,Super Area,Dwarka Sector 22,Delhi,Furnished,Bachelors/Family,4,Contact Owner,2
1901,2022-06-08,1,8000,750,1 out of 3,Super Area,"Prakruthi Township, Hennur",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1860,2022-06-08,2,12500,950,2 out of 8,Super Area,Yelahanka Dodda Ballapur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
1184,2022-06-08,2,12000,800,2 out of 4,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,1
411,2022-06-08,2,6000,900,Ground out of 3,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
1907,2022-06-08,3,14000,600,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,3,Contact Agent,1
4113,2022-06-08,3,35000,1250,4 out of 5,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors,2,Contact Owner,3
154,2022-06-08,2,10000,700,1 out of 2,Super Area,Benia Pukur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
1781,2022-06-08,1,12000,600,2 out of 3,Super Area,Thanisandra,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2
1390,2022-06-08,1,11000,600,2 out of 4,Super Area,Kudlu,Bangalore,Furnished,Family,1,Contact Owner,1
2146,2022-06-08,4,17401,650,4 out of 4,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2
181,2022-06-08,2,12000,950,1 out of 1,Carpet Area,"Jote Shibrampur, Joth Shibrampur",Kolkata,Unfurnished,Bachelors,2,Contact Owner,1
1906,2022-06-08,1,9500,400,2 out of 4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,1
2403,2022-06-08,2,7000,350,2 out of 4,Super Area,Raj Nagar 2,Delhi,Furnished,Bachelors/Family,2,Contact Owner,1
515,2022-06-08,2,45000,1320,Lower Basement out of 2,Super Area,Ballygunge,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,3
3729,2022-06-08,3,16500,1600,2 out of 5,Super Area,Attapur,Hyderabad,Furnished,Family,3,Contact Owner,3
2125,2022-06-08,3,8000,1500,1 out of 1,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,1
3514,2022-06-08,3,15000,1500,2 out of 3,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
2405,2022-06-08,1,17000,400,3 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2
613,2022-06-08,1,30000,415,5 out of 8,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,2
2559,2022-06-08,2,15000,1234,1 out of 14,Super Area,Medavakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
1756,2022-06-08,1,10000,500,2 out of 5,Super Area,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
600,2022-06-08,1,15000,420,6 out of 7,Carpet Area,Dahisar East,Mumbai,Furnished,Family,1,Contact Agent,1
2359,2022-06-08,2,30000,450,Ground out of 1,Carpet Area,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2
2205,2022-06-08,2,15000,550,4 out of 4,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1
1747,2022-06-08,2,10000,600,2 out of 4,Super Area,Hommadevanahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
329,2022-06-08,1,3000,350,Ground out of 3,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
1123,2022-06-08,2,17000,1000,2 out of 4,Super Area,JAR Shikara,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
1924,2022-06-08,1,14900,450,Ground out of 5,Carpet Area,Rohini Sector 18,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1
3771,2022-06-08,1,9000,800,1 out of 2,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
2064,2022-06-08,1,6000,400,Ground out of 1,Super Area,"Qutub Vihar, Dwarka",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1
1681,2022-06-08,2,13000,1000,1 out of 4,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,1
1953,2022-06-08,1,10000,450,3 out of 4,Super Area,Rohini Sector 18,Delhi,Unfurnished,Bachelors,1,Contact Owner,1
3697,2022-06-08,1,8000,540,4 out of 4,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,Unfurnished,Family,1,Contact Owner,2
524,2022-06-08,1,22000,460,2 out of 8,Super Area,Sion,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,2
1572,2022-06-08,3,35000,2100,1 out of 2,Super Area,Srinivaspura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,2
175,2022-06-08,2,7500,800,Ground out of 2,Carpet Area,Bonhooghly,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
1066,2022-06-08,1,35000,500,1 out of 5,Super Area,Ghatkopar West,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,2
2251,2022-06-08,3,38000,165,2 out of 4,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Furnished,Bachelors,2,Contact Owner,2
380,2022-06-08,3,40000,3500,1 out of 2,Super Area,Salt Lake City,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,3
2262,2022-06-08,2,9000,480,1 out of 4,Super Area,Rohini Sector 21,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1
499,2022-06-08,2,6000,800,3 out of 4,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
1633,2022-06-08,1,6500,500,2 out of 5,Super Area,Aduru,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,2
1034,2022-06-08,2,31000,700,2 out of 8,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,2
1940,2022-06-08,3,18000,800,2 out of 3,Super Area,Hari Nagar Ashram,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2
1250,2022-06-08,1,7000,600,2 out of 3,Super Area,Kadugodi,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1948,2022-06-08,3,35000,170,4 out of 4,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2
127,2022-06-08,1,4700,250,2 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
1705,2022-06-08,1,9000,600,3 out of 4,Carpet Area,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Furnished,Family,1,Contact Owner,1
128,2022-06-08,1,4700,250,Ground out of 1,Super Area,"Dash Drone, Rajarhat Newtown",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
2313,2022-06-08,2,20000,800,2 out of 5,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2
2434,2022-06-08,3,15000,900,1 out of 3,Super Area,Narela,Delhi,Furnished,Bachelors/Family,3,Contact Owner,1
1108,2022-06-08,1,10000,600,3 out of 4,Super Area,Btm Layout Stage 4,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
3719,2022-06-08,2,15000,180,Ground out of 2,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
4022,2022-06-08,1,8000,800,3 out of 3,Carpet Area,Vidya Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
269,2022-06-08,3,8000,800,2 out of 3,Super Area,Bansdroni,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
76,2022-06-08,2,5500,500,Ground out of 2,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
1100,2022-06-08,2,10000,1200,Ground out of 4,Super Area,Jogupalya,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
459,2022-06-08,5,22500,960,Ground out of 1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
764,2022-06-08,1,22000,280,3 out of 7,Carpet Area,"Suryodaya CHS, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,2
1698,2022-06-08,3,20000,1465,2 out of 4,Super Area,Sunkadakatte,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,2
18,2022-06-09,2,11000,2000,Ground out of 3,Carpet Area,Behala Chowrasta,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
4055,2022-06-09,3,15000,1422,4 out of 7,Super Area,Adibatla,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2
118,2022-06-09,3,14000,840,1 out of 4,Carpet Area,Mukundapur,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1
3268,2022-06-09,2,18000,800,Ground out of 2,Carpet Area,Anna Nagar East,Chennai,Furnished,Bachelors,2,Contact Agent,2
19,2022-06-09,2,6000,660,1 out of 2,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
603,2022-06-09,3,55000,1350,11 out of 28,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,3
1263,2022-06-09,2,25000,1100,2 out of 5,Carpet Area,Seshadripuram,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
3340,2022-06-09,2,12000,700,3 out of 3,Carpet Area,BHEL,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
4008,2022-06-09,1,5000,540,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,1
1754,2022-06-09,2,11000,900,1 out of 3,Super Area,"Singasandra, Hosur Road",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
2683,2022-06-09,3,38000,2100,2 out of 2,Super Area,Ashok Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Owner,2
1966,2022-06-09,3,35000,1100,1 out of 3,Super Area,Kalkaji Extension,Delhi,Furnished,Bachelors/Family,4,Contact Owner,2
3872,2022-06-09,2,22000,1230,5 out of 5,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner,3
1636,2022-06-09,2,28000,850,2 out of 6,Carpet Area,"Nanja Reddy Colony, Jeevan Bima Nagar",Bangalore,Furnished,Bachelors/Family,2,Contact Agent,2
93,2022-06-09,1,6000,500,Ground out of 1,Super Area,"New Garia, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
2128,2022-06-09,2,25000,900,Ground out of 3,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Furnished,Bachelors/Family,2,Contact Owner,3
508,2022-06-09,2,6000,425,2 out of 3,Carpet Area,Nimta,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
3495,2022-06-09,3,35000,1675,5 out of 12,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1
1454,2022-06-09,2,18000,1200,3 out of 10,Carpet Area,Kodigenahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
3756,2022-06-10,2,12500,850,Ground out of 5,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2
3125,2022-06-10,2,8500,800,Ground out of 1,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
307,2022-06-10,1,9000,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,1
500,2022-06-10,2,12000,900,1 out of 2,Carpet Area,"Bansdroni Mauza, Krishnanagar",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
3691,2022-06-10,2,12000,600,1 out of 2,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
3263,2022-06-10,3,27000,1500,2 out of 4,Carpet Area,Perungudi,Chennai,Unfurnished,Bachelors,3,Contact Agent,2
487,2022-06-10,2,6000,500,11 out of 14,Super Area,Howrah,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
3233,2022-06-10,2,23000,900,3 out of 5,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner,2
2975,2022-06-10,2,9000,740,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Family,2,Contact Owner,1
3126,2022-06-10,1,5000,450,Ground out of 1,Super Area,Thirumullaivoyal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
983,2022-06-10,1,21000,225,6 out of 24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,2
3749,2022-06-10,2,15500,1100,3 out of 4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
2573,2022-06-10,2,15000,750,1 out of 2,Carpet Area,YES YES SARAS,Chennai,Unfurnished,Bachelors,2,Contact Owner,1
1198,2022-06-10,1,8000,150,2 out of 3,Super Area,B.Narayanapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
2810,2022-06-10,1,4200,490,3 out of 3,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
485,2022-06-10,2,7000,450,Ground out of 2,Super Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
672,2022-06-10,1,27000,400,1 out of 7,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,2
3939,2022-06-10,2,10000,650,3 out of 5,Super Area,Vandanapuri colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
2009,2022-06-10,1,10000,800,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors,1,Contact Owner,1
2934,2022-06-10,3,17000,1200,1 out of 3,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
2937,2022-06-10,2,8500,700,2 out of 7,Super Area,"Tirumudivakkam, Thiruvanmiyur",Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
4003,2022-06-10,2,15000,600,1 out of 2,Super Area,"Murad Nagar, Lal Darwaza, Falaknuma Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
3320,2022-06-10,2,9500,1140,3 out of 4,Super Area,Nizampet,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
116,2022-06-10,2,7000,400,Ground out of 2,Carpet Area,chatana,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
3547,2022-06-10,1,10000,500,1 out of 3,Super Area,"Khairatabad, NH 7",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,1
3329,2022-06-10,2,12000,1800,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
1602,2022-06-10,2,15000,600,Ground out of 3,Carpet Area,Kalkere,Bangalore,Unfurnished,Bachelors,2,Contact Owner,1
3349,2022-06-10,4,25000,1815,2 out of 5,Super Area,Old Bowenpally,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,3
980,2022-06-10,1,25000,350,2 out of 17,Carpet Area,Ghatla,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,2
2965,2022-06-10,3,25000,1500,1 out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,2
189,2022-06-10,4,13000,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
3706,2022-06-10,1,6000,500,2 out of 4,Super Area,Gajularamaram,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
2907,2022-06-10,1,3500,500,1 out of 2,Super Area,Thirunagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
4101,2022-06-10,2,17000,840,3 out of 5,Super Area,"Bolarum, Medchal Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
1867,2022-06-10,2,28000,1150,1 out of 2,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Furnished,Family,2,Contact Agent,2
3590,2022-06-10,3,14000,1300,2 out of 3,Carpet Area,Rock Town Colony,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,3
3503,2022-06-10,2,12000,1000,1 out of 2,Carpet Area,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,1
3304,2022-06-10,1,8200,500,1 out of 3,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
1790,2022-06-10,3,35000,1700,10 out of 13,Carpet Area,Thanisandra,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,2
2868,2022-06-10,3,45000,2200,4 out of 4,Super Area,KK Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,3
2818,2022-06-10,3,15723,1246,7 out of 18,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
3446,2022-06-10,2,9000,600,3 out of 4,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
2897,2022-06-10,1,5000,800,1 out of 1,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
3407,2022-06-10,3,49000,1800,19 out of 30,Super Area,Nanakram Guda,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,3
584,2022-06-10,1,32000,565,1 out of 8,Super Area,"Lake Bloom, Powai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,2
2853,2022-06-10,2,19000,850,1 out of 3,Super Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
2981,2022-06-10,3,14000,1155,15 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3494,2022-06-10,2,14000,1300,Ground out of 2,Super Area,Bandlaguda Jagir,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
480,2022-06-10,2,6000,1200,Ground out of 3,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
1761,2022-06-10,1,6200,400,2 out of 3,Super Area,Nagarbhavi,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
482,2022-06-10,3,10000,1500,11 out of 19,Super Area,Santoshpur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
401,2022-06-10,3,15000,1200,1 out of 3,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner,1
38,2022-06-10,2,21000,900,1 out of 2,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,2,Contact Owner,2
642,2022-06-10,3,55000,950,2 out of 12,Carpet Area,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,3
3299,2022-06-10,2,9500,900,3 out of 4,Super Area,Chilakalguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
3743,2022-06-10,2,8500,1000,2 out of 16,Carpet Area,Medipally,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,1
4100,2022-06-10,1,8000,850,Ground out of 3,Super Area,Hyderguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
3578,2022-06-10,3,25000,1000,1 out of 4,Carpet Area,OU Colony-Shaikpet,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2
2614,2022-06-10,1,5700,400,Ground out of 3,Super Area,Redhills,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
3634,2022-06-10,2,10000,1300,Ground out of 1,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
2627,2022-06-10,2,7500,600,1 out of 2,Super Area,Vandalur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
331,2022-06-10,1,6500,400,1 out of 1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
323,2022-06-10,2,8500,700,Ground out of 2,Carpet Area,Nungi More,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
1706,2022-06-11,2,12000,900,1 out of 2,Carpet Area,"Jeevanhalli, Cox Town",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
257,2022-06-11,3,8500,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
1536,2022-06-11,1,13500,450,Ground out of 4,Carpet Area,Nagarbhavi,Bangalore,Furnished,Bachelors,1,Contact Owner,1
3612,2022-06-11,3,26000,1450,4 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Agent,2
2466,2022-06-11,2,10000,810,Ground out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,1
2991,2022-06-11,3,25000,1700,7 out of 9,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Furnished,Bachelors/Family,3,Contact Owner,2
2508,2022-06-11,2,12000,985,3 out of 17,Super Area,Oragadam Sriperumbudur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
2908,2022-06-11,3,25000,1132,10 out of 16,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Furnished,Bachelors/Family,2,Contact Agent,2
